43.93575836, 18.41022084
43.94232724, 18.42958212
43.76911408, 18.42450229
43.89463819, 18.45035326
43.85476679, 18.39890618
43.92147282, 18.40730936
43.89791168, 18.47589932
43.79717216, 18.39462147
43.85282789, 18.46763837
43.94488874, 18.42617022
43.8513632, 18.34822376
43.84521234, 18.48517481
43.83219131, 18.51937139
43.8525979, 18.5199846
43.78896904, 18.33434583
43.87196036, 18.349865
43.82893754, 18.32595679
43.84162017, 18.44430568
43.91356297, 18.48027036
43.80942602, 18.37018231
43.88495707, 18.42662688
43.87855485, 18.45998757
43.84541658, 18.42608634
43.84734451, 18.50836358
43.854067, 18.38719136
43.79860016, 18.4009366
43.79490044, 18.49261999
43.81967525, 18.30958044
43.92822492, 18.37003862
43.81951251, 18.41242209
43.90707092, 18.48330434
43.84939403, 18.38771973
43.81866889, 18.43425479
43.84219769, 18.52898957
43.92091843, 18.46570287
43.90263922, 18.43843105
43.89866615, 18.33509642
43.92218518, 18.44447661
43.88603603, 18.45354544
43.80599066, 18.47333835
43.85786256, 18.39936184
43.82435543, 18.39454962
43.84901478, 18.32814093
43.82873044, 18.44579173
43.84597272, 18.52626136
43.81808962, 18.46894175
43.90389451, 18.45552912
43.92463348, 18.43113987
43.80279545, 18.48287813
43.89469793, 18.5182734
43.87668171, 18.33918819
43.80140164, 18.42336699
43.93498662, 18.37897627
43.90997548, 18.36337217
43.88874146, 18.41115291
43.92524781, 18.43096367
43.92098462, 18.35100042
43.87488437, 18.31962312
43.83190746, 18.36562998
43.78632965, 18.42373826
43.88494017, 18.48515306
43.77726471, 18.37627374
43.81346051, 18.40720893
43.78192811, 18.4686121
43.80396474, 18.39117578
43.85898583, 18.35319737
43.8947588, 18.35300473
43.83011141, 18.40112937
43.89435642, 18.50182855
43.85196379, 18.29907233
43.88526647, 18.51081189
43.89880723, 18.41586989
43.78489646, 18.44458057
43.87878641, 18.32230311
43.91124887, 18.42862004
43.89103608, 18.34191695
43.80742608, 18.42334426
43.77237015, 18.40405548
43.91561318, 18.3738621
43.87464106, 18.32551713
43.86014001, 18.47709931
43.79054116, 18.47042943
43.83547738, 18.31678016
43.94101296, 18.39823046
43.87930258, 18.44255738
43.88738551, 18.42805181
43.82311766, 18.31816674
43.8091827, 18.35691978
43.8378921, 18.52453253
43.86126256, 18.49185687
43.88933938, 18.52590173
43.86731712, 18.37284144
43.88557273, 18.46011808
43.82550891, 18.36662518
43.80753874, 18.38416888
43.88246495, 18.41330286
43.83658548, 18.50825634
43.86406775, 18.5299065
43.83402406, 18.34833396
43.84463502, 18.47378994
